"review_name","review_stars","review_comment"
"MrTIC","1.0 out of 5 stars","They say you get what you pay for. Well it certainly holds true here. I got these on special for $9 and thought it was a good deal. Got them yesterday and washed them. I think my 8 year old can wear them now, they shrunk to nothing on low heat. The worst part is how wrinkled they were. I mean I’d need to iron them just to wear them. Nah sir! Back and the box and going back to Amazon."
"pouya mahdavi","1.0 out of 5 stars","I bought a pack of it b/c of all the good reviews, got it last night and thought wash it before use due to Covid-19, and look... one of it have hole and the other one have stain.....
Are you serious......?!?!?!
I don’t know where all of that good review is coming from.....maybe it use to have good quality and then they reduce it for more profit."
"Jackie","1.0 out of 5 stars","When I got these new last week they are perfect out of the package, after the first wash ( cold water gentile cycle in washer and dryer with darks detergent) the shirts shrunk and lost form. Now they fit sloppy and shrunk in odd ways mainly to short.
For the money these are a great value buy you get what you pay for."
"Cape Dory Sailor","1.0 out of 5 stars","These shirts arrived unbelievably large; A size Large is much larger than a large in any other brand like J. Crew, Gap, Prana, Patagonia, any of Target's brands, etc.
I washed them on cold, and then the absolute lowest setting on my dryer. The shirts shrunk to be about the size of a J. Crew Medium, despite being exposed to virtually no heat, and cold water. I can't imagine what will happen when I wash them next. But, what's really crazy is the differences in each shirt. I had to throw one shirt away immediately after washing, because it was, no exaggeration, 4"" shorter than the other shirts. It came down to above my belly button. None of the shirts are symmetrical, and none of them fit or are sewn the same as the other shirts. I assume these are hand made by people that are new to garment sewing. There are odd skipped and uneven stitches, which is something I've never noticed in any other factory produced garment. On top of all of this, these are paper thin shirts. Wearing the white shirt as an undershirt under a plain white button up, and you can see right through both shirts; these are definitely not appropriate shirts to wear on their own.
I'll be using these as undershirts, but I'm never buying anything from this brand again. I have shirts from other inexpensive brands that were just a little more expensive that are far better in both fit and quality."
"mOejOe33","1.0 out of 5 stars","Major inconsistencies from all 5 shirts. Most noticeable was the ""V"", which isn't centered. The ""V"" also drops down WAY TOO LOW wherein my inner collarbone is completely exposed. I was hoping that after washing it would slightly shrink to fit better...all it did was shrink the length of the (already super short) sleeves."
"VXZ","1.0 out of 5 stars","Not sure what the other reviewers are talking about. These shirts when compared to Hanes Our Most Comfortable, feels terrible. Feels very rough compared to my used Hanes.dont waste your money. Buy the Hanes one at Sam's Club."
"Alex","1.0 out of 5 stars","Absolutely disgusting and a waste. The entire pack was dirty used shirts, none were even a large. Only one was even a gildan brand shirt. The rest were used Hanes shirts. Should have checked earlier. No wonder the bottom was taped. HOW GROSS."
"Joel K","1.0 out of 5 stars","Don’t waste your money on these, they are terribly cheap and the necks lose their shape after a single wash.
I literally received these less than a week ago, washed them with the hopes they’d shrink a bit, and was disappointed to see the neck come out of the dryer wavy and not laying flat on every one of the six that came in the package.
I’ve worn Haynes v-necks forever and should have stuck with what I know. Oh well, at least I can make a bunch of shop rags out of these now."
"Mark B.","1.0 out of 5 stars","These are the most uncomfortable T-shirts that I've ever bought (first Gildan purchase here). They are also a little big in the midsection area. I washed them in hoping they would shrink and feel softer too...they didn't. The material is so uncomfortable on the skin. I tried giving to my teenage son and he didn't want them either. lol! We threw them away. I would suggest not buying. Very disappointed with this brand and won't be buying Gildan anything ever again."
"Tyson Davis","1.0 out of 5 stars","Cheap material. Already a hole in one shirt after the second time wearing it."
"Megan Jones","1.0 out of 5 stars","Absolutely a waste of money. I'm a female, wear an XS or S in women's, depending on the brand and cut. I was looking for some cheap t-shirt for pajamas, and these looked great for those purposes. I prefer V-necks, so that was a huge bonus. I ordered a small, thinking that would be perfect, since I'm a women's XS/S (for reference, I'm 5' 6"" and around 110-115 lbs). They looked okay when I took them out of the packaging, but after I washed them, they shrunk terribly and hardly even fit at all. I don't think I'd even be able to wear them as regular shirts, let alone pajamas. The sleeve openings are quite tight, and there as zero shoulder width....they're too narrow even on my frame. The material is also very thick, stiff, and scratchy. The neckline is also not what I'd expect out of a V-neck....more U-shaped after watching, and still quite tight (I hate things close to my throat, so this is a problem). Absolutely do not waste your money on this. Poor material, poor fitting....just poor overall. And if you're a guy....you'll need to order probably 2 sizes up. But you don't want to buy this anyway."
"Norma M","1.0 out of 5 stars","Ordered these July 4th 2019 they seemed okay for the price about $16 at the time. A couple months later they have tiny holes at the bottom and they are various lengths despite being the same size. I wouldn’t recommend these. They stretch in odd places and the v neck is deformed on some. They look like I purchased at a goodwill because of a bad batch. I bought these for work but they’re better off as sleeping shirts. I won’t purchase again. Very disappointed."
"CML","1.0 out of 5 stars","First time I followed reviews over experience and I FAILED! Those shirts had way more great reviews compare to the Amazon essential shirts, that's the reason why I bought them. I use undershirts almost every day for work purposes and decided to give those a try, instead getting the Amazon essential shirts agin, which I already have and love! Big mistake, those shirts are not even close as soft as all other shirts I had before (Calvin Klein, Tommy Hilfiger, Amazon essential, Nautica etc.). Not comfy because the material is not soft at all, wouldn't recommend them."
"Im joe biden","1.0 out of 5 stars","figured for the price id take a chance and if they sucked i could use them as rags. well....they are rags now. these t shirts are horribly fitting. super loose at the bicep and tight everywhere else. and they are not even soft ! they have a strange rough feeling to them. one wash a dry on low and they shrunk at least by 30% i have t shirts that you can wash hot and dry hot and they dont shrink. guess im sticking with next level."
"Cheryl","1.0 out of 5 stars","Would like to return these but apparently 5 weeks is too late. These were bought for under dress shirts so my husband has only worn a couple of them, but in the month he's had them the ones that were washed have shrunk up to his belt or above. Should be able to return a product that is of such poor quality!"
"M. Remorenko","1.0 out of 5 stars","I put the shirts in the washer right out of the packaging. 1 shirt came out with a sizable hole in the underarm, and another looks like it has loose stitching at the 'V' in the neck. The shirts look like they'd fit well, bit I'm not taking the chance that the others will fall apart too. Returning for a refund."
"Jamill Garcia","1.0 out of 5 stars","Just wanted to state that inside the package was one item that was NOT a v neck and was branded ""George"". The package was sealed so it must be an error in manufacturing. Besides, the t shirts were WAY to big. Strangely, the George one, fitted nicely and it was XL too. Seems I will have to buy from this brand the next time."
"Mel","1.0 out of 5 stars","Was super bummed when we found a hole in one of the shirts... I read that other reviewers had this problem but I was hoping we wouldn't... :("
"snowlion","1.0 out of 5 stars","Each shirt in the pack fit differently and not well. 1 shirt I can't wear because it fits so poorly. Then the underarm seam blew out in this one. Live and learn.
If this Covid 19 has learned us anything, it's that we need to revive manufacturing in America. National security dictates we bring back MADE IN AMERICA! From now on I will make a strong effort to only buy made in the U.S.A. products."
"Richard Kostanski","1.0 out of 5 stars","Out of the box the shirts appeared ok, little short for shirts that were supposed to be big and tall. After one wash, they shrunk up to the equivalent of an XL (These were Big and Tall 2XXL) The price was reasonable, but again...shrunk considerably after one wash."
"william r. fritz","1.0 out of 5 stars","whoever is looking to purchase these tee shirts, do yourself a favor, don't. I trying to save you from doing the same. the tees were wrinkled so I decided to wash them prior to wearing them. when I was folding them afterwards(i'm anal like that) I noticed one tee had a small hole in the front and on another tee the threading on one sleeve was already coming undone.remember cheap is cheap and you get what you pay for"
"Gabriel C.","1.0 out of 5 stars","I wanted to give this brand a try, since the Amazon Basics v-neck t-shirts had sold out. I've noticed stitching has already started to come undone on two of my t-shirts. They've been washed ONCE. Don't bother with this brand and get something better."
"Brit B","1.0 out of 5 stars","These were way larger than expected for a men’s XL. The V in the V neck is also much lower/looser than expected for a men’s shirt. We’d probably return them if we could. Unlikely to order v necks from Gildan again, considering the fit seems super off."
"Eric Youmans","1.0 out of 5 stars","If you're the kind of guy that goes in public wearing a fake gold chain around your neck and fake Rolex on your left wrist the V-neck t-shirt is perfect for you. If you're the kind of guy who fondles his fake gold chain with his left hand whilst caressing his fake Rolex with his right hand the V-neck t-shirt was made specifically for you. If you're not this kind of guy you should steer clear of the V-neck t-shirt as to not be confused for the kind of guy who wears v-neck t-shirts."
"Tom Ramsey","1.0 out of 5 stars","Sold as 5 pack. Picture shows 5 shirts. Package arrived and it was 4 shirts."
"Harry C Webb","1.0 out of 5 stars","These shirts are just awful. They run much larger than most shirts at least for the large. They are very wide and the vneck is massive. Almost fits like nurse scrubs. They also seem to be sewn crooked too. I feel these were designed for larger short folks."
"MarathonWalker","1.0 out of 5 stars","Poor quality, felt cheap and thinner than I would have expected, free delivery was fine but it would have been actually cheaper to go to Walmart- they all ended up performing barely adequately as cleaning rags for my car
I recommend do not purchase"
"David C","1.0 out of 5 stars","Sizes fit as ordered, but these are extremely low quality shirts. Brand new shirt on first wear had holes within a few minutes from poor stitching. A second shirt had stitching falling out right from the pack. 3 of 5 shirts ended up needing to be thrown out after first wear. Hanes, fruit of the loom, even the costco brand T shirts are vastly better. These have terrible stitching and the company must have very subpar quality control. Avoid"
"Laura K","1.0 out of 5 stars","I bought these to sleep in, and they are rough and itchy, even after multiple washes with fabric softener. They seem to become more rough everytime I wash them. They'll be moved over to the rag pile for cleaning."
"Josito","1.0 out of 5 stars","Low quality, baggy, the M size feels almost like an XL and the fabrics get super stiffed after you wash them the first time. If you are expecting this shirt to fit you well (athletic cut), think twice..."
"TV Personalty LEONARD","1.0 out of 5 stars","They do not wash well in cold water they schunk
They also faded the very first tome I washed them . I liked the v neck but sadly they now are washed shabby looking . I did cold water I Frye’s them omlunon deicate cycle in a brand new washer and a anti fade laundry detergent . I hope they refund my money"
"Manny Zohar","1.0 out of 5 stars","Material ok, length ok, but this item top part is a complete disaster, the V is huge the sleeves are tiny the shoulders seams are for medium ( the distance between the neck and the shoulder seam), so when you wear it the sleeves pop out to the sides since there is no enough length in the overall upper part.
Very bad design, I don't know who can wear it comfortably. The V is big, so it go down to middle of your torso."
"Linda","1.0 out of 5 stars","These shirts are too big even in large. Last time i bought XL but they were humongous. This time i bought the L and they are still big and usually my husband wears large. Also stretch after a couple of washes"
"Amr Nasser","1.0 out of 5 stars","They'll Become Useless After The First Wash !"
"Packin","1.0 out of 5 stars","I bought these because I really love the brand and the way they fit. I purchased a 5-pack, but only a 4-pack arrived. Beware when ordering. It was a great price for a 5-pack but not for a 4-pack. Not happy, will not recommend to friends."
"lightman","1.0 out of 5 stars","HANES did a much better job, IMHO. This make does not hang properly over your frame; the V-neck sits too high in front, and too low in back--almost like you've got the shirt on backwards."
"Myke","1.0 out of 5 stars","This is an awful shirt. The v is too wide compared to the body of the shirt so it sits very odd. After one wash it shrunk in a way that it twisted and all of them are unwearable. They also have this ""fake"" cotton feel that is awful to hold. It feels tacky for lack of a better term, almost like they used a cheap dye."
"Chute dogger","1.0 out of 5 stars","When I opened package it was obvious that these had been returned before. There was cat hair all over the t-shirts and they were just shoved in the wrapper not even folded neatly. I will not buy again."
"Torrie","1.0 out of 5 stars","Advertised as a (5) pack. What I received was a (4) pack. This was false advertising at the fullest. Would ask for a refund; but it's not worth it. Amazon could do better."
"Cee","1.0 out of 5 stars","Fabric is of very poor quality. Cotton is rough and very uncomfortable against the skin. Cut of the shirt is very odd as well as it doesn't conform to the body at all. Small through the chest, large at the bottom, with big arm holes. Just weird."
"Christopher","1.0 out of 5 stars","Everytime I order any gildan from anywhere I don't get the right pack. Order a 5 pack and of course I received the 4. With they would have people who could count"
"Denise","1.0 out of 5 stars","The material is 100% cotton but after washing the shirts 3 times they have still not softening up. The material feels rough against the skin. I’ll be getting rid of these unfortunately."
"J. Latona","1.0 out of 5 stars","I received the shirts and found 2 of them had no bottom hem sewn in at the bottom of the shirts. Totally unusable and returned them promptly. You get what you pay for, buyer beware."
"MadhuriKC","1.0 out of 5 stars","The material was so stiff and made me itchy. It wasn't soft at all. Returned."
"MJ Star","1.0 out of 5 stars","This shirt is not soft at all. I washed it a few times with fabric softener and it still didn’t get soft. It’s horrible quality. Not a great under shirt at all!"
"Merlin333","1.0 out of 5 stars","Fabric was too thick, coarse, stiff. It was a poor fit - hung like a burlap sack, poorly constructed - the armpit of 3 shirts was not sewn properly - they literally missed stitches leaving a hole in the armpit . They do not have the refined appearance of t-shirts available everywhere, rather they look like surplus t-shirts you'd buy to do yard work or sell to a prison system. I don't know who sells tees that look like these, these days. I'll never buy another"
"Sharing Experience","1.0 out of 5 stars","These shirts are not soft at all, but are a heavy, rough cotton. They also shrink drastically after first wash, so they go from slightly large to way too small. I will not order this brand again."
"C Geis","1.0 out of 5 stars","Shirt does not fit as expected. Thought it would be slimmer/normal size. More of a standard v-kneck. Material is also not that great. Maybe i got a bad batch."
"Amazon Customer","1.0 out of 5 stars","X- Large runs WAY WAY TOO SMALL. Not wearable!!!!!!"
"MISTER SJEM","1.0 out of 5 stars","The shirts shrunk considerably making the XL undesirable fits.
I would recommend you never wash them to keep their length or simply buy from someone else.
MY GRADE: C minus."
"eric goeckeritz","1.0 out of 5 stars","If I could leave zero stars as a review, I would. Every single shirt folded up at the hip seam after the first wash. Looks terrible, and even after using an iron, the shirt seams will not lay flat.
Furthermore, the shirts have a very poor fit. The shirt is shaped like a bell. Perhaps I ordered a muumuu by mistake? I am 5 11, and 180lbs, with a normal build. It is inches wider at the hip, then the chest.
Terrible stitching, terrible fit, terrible buy."
"Billy Fitzgerald","1.0 out of 5 stars","Only got 4 shirts!
Nice shirts just missing one, or falsely advertised."
"Ravindra Bhardwaj","1.0 out of 5 stars","After wearing regularly for couple of weeks then fabric got very loose. It looks very loose and did not fit well. I have returned. Thank you Amazon!"
"Danyal S.","1.0 out of 5 stars","Decent Gildan quality, as always and fit/comfort is fine. However, maybe I’m just getting old, but I remember when v-necks weren’t cut so low that you could basically see nipples. The neck is cut way too deep. Like I said, maybe that’s the style Now and I’m getting old, but I’ve not been able to find a v-neck that wasn’t built for rock stars or hipsters in about a decade."
"dave mueller","1.0 out of 5 stars","Worked perfectly out of the packaging but after the first wash... Whoa - turned into a belly shirt and the sleeve shrank too.
Throwaway now as I bought these to be able to tuck them in and stay tucked. That's not happening :("
"OtterDan","1.0 out of 5 stars","I read the reviews here and felt confident that the shirt would not shrink too much. After washing, the length of the T-shirt decreased by almost 2"". Unacceptable. I wore it once after washing and it kept untucking all day long at work. If you like longer T-shirts and you're around 6' tall, don't bother with these."
"Camz","1.0 out of 5 stars","First wash on a delicate cycle the jersey got a hole... poor quality"
"Fabian B.","1.0 out of 5 stars","Based on your size chart I’m suppose to be an XL. When I tried in the shirts, they’re too big, I think your size chart is a little off. Can u be so kind as to send me the correct size, I should be a large. Thanks for ur understanding & help."
"J-tro","1.0 out of 5 stars","I bought these because I love the Gilda brand, but these shrank really bad the first time I washed them so the fit got weird and the bottom hem on a few of them started unraveling. They are pretty soft though."
"Tai","1.0 out of 5 stars","I wouldn't recommend this product. It creates sooo much static cling and, even when so many dryer sheets are used, it still gets hair stuck to it. Any small lint or fuzz that it comes into contact with sticks to it for eeeever. It's so annoying. I cannot recommend this to anyone that doesn't want to spend hours picking off all the hair off it or enjoys lint rolling their shirts every hour."
"Haztive Dominicana","1.0 out of 5 stars","These fit me well, and yet they all have holes. I do not extend them unnecessarily. I remove them by grabbing the bottom. They felt good when they were new, but now they all have holes."
"Nick Hankins","1.0 out of 5 stars","Medium is a tiny bit big, but not bad.
Issue: super thin and see-through. Probably great as a hidden undershirt, not great as an outfit.
Nips for days.
5’10 and 150lbs"
"Vishal Gupta","1.0 out of 5 stars","Please don't sell such cheap stuff....most horrible product I could ever purchase. Even if this was offered for free I would never take these. There is nothing good about the product hence nothing specific. This is overall very poor !! I wish I had opened my package before the return window."
"Andrew Robinson","1.0 out of 5 stars","After the first wash shirts shrink fit really awkward tight in the chest very loose at the bottom best way to describe it it fits like a Sunday dress looks but as a shirt"
"Bob Sears","1.0 out of 5 stars","These shirts fit way to small. I ordered a size up. They are ridiculously small and the v neck is way to big. Will not reorder."
"Mike","1.0 out of 5 stars","Typical cotton t shirts, I am not that tall, only 6’ but can never find a T-shirt that fits good. Just like always, the shirt was poofy at the bottom and too short in the back even though they were “slim” fit. Anywho, they will be paint rags."
"Michael E.","1.0 out of 5 stars","DO NOT WASH THEM UNLESS YOU NEED EXTRA WASH CLOTHS. THESE SHRUNK IN COLD AND HUNG DRY. MATERIAL IS VERY SCRATCHY AND FEELS VERY CHEAP."
"SA","1.0 out of 5 stars","I can't believe that more than 10000 reviews with 4.5 stars are there for this !!! Brought it two weeks back, Washed once in washing machine and this is what happened. It feels rough. 100% cotton though!!!"
"SICKMUZIC","1.0 out of 5 stars","CHEAPLY MADE OF BOTTOM LINE COTTON MATERIAL ONE WEAR THROW AWAY !!!! SORRY . NEVER HAD GILDAN PRODUCT SO POORLY MADE , EXPLAINS PRICE BREAK ..."
"Wen Y.","1.0 out of 5 stars","I liked these shirts because they are cheap and look nice but OMG I wear one of these shirts under my hoodie and lint was stuck on it (look at the picture). The washer and dryer just made it worst. Would not recommend drying with other shirts or clothes. THIS SHIRT is a Lint Trap"
"Mehmet Aytekin","1.0 out of 5 stars","I had almost not expectations while buying this product yet it still managed to disappoint me. Incredible. Don't buy anyone anything from Gildan. It's like they didn't tailor these for humans. I would like to see a single person that these t-shirts fit well. Just don't buy them. please."
"jessica travis","1.0 out of 5 stars","When I received these the idea was to do the dye, but some of the shirts had hole, and one had a sleeve that was half torn off."
"amanda","1.0 out of 5 stars","Stiff material"
"Joel","1.0 out of 5 stars","These shirts looked like they were ten years old after one washing in cold water. The neck was streched out and you had to iron them just to wear around the house. I returned them."
"Complexlitigator","1.0 out of 5 stars","The shirts to the extent they did not arrive with threads hanging, did not make it through the first wash without falling apart."
"DC14","1.0 out of 5 stars","Very thin quality and V neck goes lower then my chest. I thought it was a high V neck and better quality material. Returned."
"AMG","1.0 out of 5 stars","I suppose I should not have expected much for this price. I think they will be useful as garage rags."
"Professor D","1.0 out of 5 stars","This v neck t shirt was a grave disappointment. It did not shrink which might have corrected the problem but it not. It gaps at the neck and looks terrible."
"Ellen88","1.0 out of 5 stars","We always buy Gildan shirts and love them
These were worn once, washed in cool water and all of them shrunk"
"Amazon Customer","1.0 out of 5 stars","Don’t buy! After washing, the neck will be completely off kilter! Doesn’t fit correctly at all! VNeck will be two inches off!"
"TSanta","1.0 out of 5 stars","Pretty rough Feeling cotton. The collar is extremely uncomfortable and presses into my chest. That’s right, these shirts have a sewn on ribbed collar which irritates my skin."
"Rosemarie","1.0 out of 5 stars","Very disappointed. Some were discolored and one had a little hole in the front. I’m guessing that’s why they were on clearance."
"King Kong","1.0 out of 5 stars","Shirts are way to big and stretch at the neck. Makes it look like tour not wearing an undershirt."
"Ismael","1.0 out of 5 stars","Pre-laundry: The fit appears to be full cut, and not athletic as it appears pictured on Amazon. Fabric is soft and comfortable.
Post laundry: washed in cold water, delicate cycle, dried in dryer, med setting.
The shirts are useless rags. Extra wide and extra short. Fabric is course, V-neck is U-neck. Horrible purchase."
"Cathy","1.0 out of 5 stars","These shirts were way to big waste of money they lost their shape after washing and drying no good."
"MT","1.0 out of 5 stars","NOT soft"
"TS 30Something","1.0 out of 5 stars","These shirts have a terrible cut and the material feels coarse. I will be buying something else and pitching these out."
"dR Designs","1.0 out of 5 stars","After one wash they look a year old... They do not feel soft and comfortable, and they are not nicely taylored like the pictures show. This is my second and last attempt to like Gildan t-shirts."
"Dave M","1.0 out of 5 stars","I purchased these shirts, and within a matter of minutes, the shirts look dirty and old. The material is extremely cheap and can't be worn for even an afternoon. I had my coat on over one of these shirts and didn't take it off until I got home, yet the shirt looked filthy as if I had worn it on a construction site. Beware before you buy. Trust me, you will be glad you didn't buy these."
"RVCQ","1.0 out of 5 stars","no goodI after your wash it the neck is cut to large , I Brough Small and they are still to big"
"OperaFamily","1.0 out of 5 stars","There was a hole in the back of one of the tshirts right out of the package. It was folded inside the shirts so it happened in manufacturing not delivery."
"allen","1.0 out of 5 stars","This is a very very cheap shirt
This is Not a vneck
This V next is way to long
The shirt is baggy
Very thin not happy with this shirt at all
Wouldn’t buy again"
"Hotlanta","1.0 out of 5 stars","I'm 5'10 and about 170lb. I got a large and the shirt shrunk after a few wash which make the shirt stupid short. Would not recommend if you're taller than 5'5."
"Tyler Bongiorni","1.0 out of 5 stars","i get vnecks because i like a nice snug shirt. this was HUGE like 2 sizes to big i just wasted almost 20 dollars on a 60 dollar purchase im pretty mad right now. I will never wear these, which really sucks because Theyre really comfy shirts... im 6 feet tall and 190 ibs fit but a large shouldnt be like a bed sheet on me."
"Mr. G","1.0 out of 5 stars","Don't waste your money. They shrink and the collar does not hold its shape. Look more like a U then a V"
"Rich","1.0 out of 5 stars","I ordered the v neck shirts. They are very thin and after one wash the shirts came apart on the bottoms..About 3 feet of thread...Gildans are not what they were since the last time I ordered a year ago!!!"
"S. Miller","1.0 out of 5 stars","Totally looses shape after first wash; neck expands, bottom of shirts curl up, color fades. You get what you pay for; $4.50/shirt."
"JC","1.0 out of 5 stars","These will make you look homeless. The v neck is so large your chest is exposed. Theya re only $3 a shirt, but thats overpriced !"
"Matthew R Wovrosh","1.0 out of 5 stars","These shirts just don't fit. I'm not sure what template they use but they wouldn't really fit anyone at any size. The arms are way too big in an awkward way, And the shirts are way too long. They frankly just look incredibly awkward"
"Matt","1.0 out of 5 stars","Terrible shirts. Not only are they HUGE (in width, not length) but the fabric has to be the worst feeling I've experienced."
"Leo","1.0 out of 5 stars","The shirts are cheaply made. They are super thin and fit horrible. I tried to was them and they shrunk in half. Worst waist of money. DO NOT BUY!!!!!"
"Leslie J","1.0 out of 5 stars","WASTE OF MONEY. THIS FABRIC AND FIT SUCK. HE DIDN'T WANT SLIM FIT BUT THESE ARE BAGGY. WE LIKED THE AMAZON BASICS WAY BETTER"
"b","1.0 out of 5 stars","This shirt looks weird it's right at the sleeve but wide and too long at chest and waste cheap made better off buying a shirt of better quality"
"JP","1.0 out of 5 stars","The material is much too thick and not soft. Y6ou will sweat wearing these shirts."
"S P","1.0 out of 5 stars","Ordered the men's 2X. These shirts will literally fit a 1,000 lb. Man. Will return."
"Sherry","1.0 out of 5 stars","The package arrived with 2 shirts having holes in the armpits. My husband didn't open the pack of shirts until after the return deadline. So, now we're stuck with holy shirts."
"ChrisJ622","1.0 out of 5 stars","These shirts shrunk down to a SMALL. Very disappointed. I will be contacting the seller."
"Smithers","1.0 out of 5 stars","Shirts were marked as the same size but different colors fit differently.
Threads started unraveling within a couple washes.
Some shirts shrunk upward so, now they're too short."
