"review_name","review_stars","review_comment"
"thedude","1.0 out of 5 stars","I have these shirts that I bought from a local department store and I ended up really liking these shirts, so I wanted to get some more as I try to do minimalism where I wear the same shirt every day. I went back to the original store but they didn't have them anymore so I thought I would try Amazon since Amazon has everything. I ordered these as their description matches the shirts I have exactly, but the shirts I received are completely different.
1. The feel of the fabric sucks on the shirts I received.
2. The shirts I received had tags on them, even though the description says tagless.
3. The fit of the shirts was not the same: chest was looser, arms were looser, etc.
I went ahead and bought the correct shirts from Hanes.com as I didn't want to deal with this anymore. I would advise anyone trying to find good Hanes shirts to go in store or order from Hanes.com"
"kimberly1219","1.0 out of 5 stars","I'm frustrated that I didn't read the reviews prior to my order. Like many others, the shirts I received were not ComfortSoft. The shirts are cheap, thin, and itchy. Hanes - yes. But not ComfortSoft. They are not tagless, no mention of ""ComfortSoft"" on the shirt, just ""Made in Haiti."" Very disappointed and annoyed. Already reached out for a return and refund. DO NOT BUY!!!!!"
"A Random Human","1.0 out of 5 stars","I received these shirts about 1 month ago, have washed/worn them no more than 2-3 times. They are already falling apart at the seams. My guess is that they are not actually Hanes at all but fakes. I want my money back but it's already been more than 1 month.
Update - 2.5 months in and 3 of the 4 shirts have fallen apart. I had bought ""the same"" product in 2017 (I used ""buy again"" from my Orders history) and all 4 of those three-year-old shirts are still in tact, just very faded. So something has obviously changed quite drastically and Amazon, while apologetic for my situation, does not seem terribly interested in my experience. $15 completely wasted."
"James Cormack","1.0 out of 5 stars","I don't believe these are genuine Hanes shirts at all. In one of the photos used fo the product, it even states the famous Hanes tagless collar. These are not tagless and ill fitting, and thick. The neck collar is wide. I bought whit and charcoal. The charcoal ones have washing instructions printed inside the back and a stiff scratchy white tag. The White tees have two tags, very stiff and scratchy, one has Hanes on it and the other washing instructions. These are far too heavy for Hanes shirt. Knockoff copies. I have bought many Hanes T-Shirts and none are like this. Hanes trademark is tagless collars. TAGLESS! These are not Hanes shirts."
"mcstan","1.0 out of 5 stars","Washed these shirts in cold water and dried on low heat. Shrunk 8"" in length. Buy extra large if you are 4' tall. I can't believe how a name brand is so shoddy."
"evenstar338","1.0 out of 5 stars","These shirts are the worst I've ever purchased. They are advertised as preshrunk, but they shrank in the wash. They are advertised as comfortable and soft, but they are stiff and rough. The hems flipped up and had to be ironed back down. They are so thick that it's like wearing an ill-fitting sweatshirt. The black ones pick up so much lint that it's truly funny. They were really really wide and not very long. Returning."
"Discipline_This","1.0 out of 5 stars","Ordered some Hanes comfort soft boxer briefs and a pack of these at the same time. They both appear to be knock offs or made with cheaper materials. Upon original opening of the package, the threading is already unraveling along the neck band. These are also not tagless like we thought they were supposed to be and the tag is very rough on the neckline. We are not impressed. But it is not really worth sending back and waiting for more either. Overall not pleased with purchase."
"Brittany and Crystal Wright","1.0 out of 5 stars","5'7 Female...these shirts shrink like nothing I've ever seen. When they first arrived, sizing looked fine. I normally buy fruit of the loom men's small white undershirts. I bought these just because it was the first set I came across. MISTAKE! I even went a size up to medium...but as you can see from the pics the medium Hanes is SMALLER than my old fruit of the loom small! This was after ONE single wash & dry cycle. Can't even tuck it into my pants, as soon as I stretch it comes out. Glad I did a test run on a single shirt first. These are being returned and I'll be buying fruit of the loom."
"Cranky old guy","1.0 out of 5 stars","I have bought and worn Hane' T shirts for fifty years. I have always washed my previous purchases and then worn them. The T shirts were soft and durable. This time I was disappointed.
I have washed this batch of T shirts at least ten times and the material has never softened. The material is stiff and scratchy. The shirts have a label inside the collar that say Hanes but the label is unlike any I have ever seen. The printing is in black with no color.
Hanes has lost a customer."
"Anonymous","1.0 out of 5 stars","I ordered from these guys 2 months ago and a few days ago with the only difference being from a size M to L and I got entirely different pack that doesn't even come in hanes packaging and it has a tag unlike the previous order. Poor quality cotton, itchy and very firm to the point where your body doesn't look normal in it because of its straightness and unwillingness to conform to the movment of the body. This was also the case for the first purchase from then when i bought the medium pack but it came really tight and going from medium to large feels like going up 2-3 sizes. Terrible buy, definitely going to return it."
"Jenn","1.0 out of 5 stars","These are definitely NOT comfort soft as advertised. My husband has been getting Hanes for years and we made the mistake of ordering them here because we found a good deal. Well, you get what you pay for..these must be a knock off or something. They were rough and itch even AFTER a wash. When we got them we realized there was no way they were true Hanes shirts. We submitted a return request but the seller was going to charge a 20% restocking fee and we had to pay for shipping so beware prior to buying. We tried washing a couple times to see if they would get any better but no luck. So we are now using as cleaning rags. So if you’re okay with low quality itchy and rough undershirts, then buy these!"
"Eric","1.0 out of 5 stars","Nothing close to ""ComfortSoft"" at all as stated. Even after several washes and dry, these shirts are still itchy and uncomfortable and if you are wearing it during warm days you will sweat in them and it will become itchy on your skin. I wear this as my undershirt for work while wearing my uniform-issued short sleeve button down shirt and I'm already sweating within minutes. I had 3 older versions of Hanes ComfortSoft Ts just like these ones before and they were very soft and not itchy to wear. The material was perfect and not too thick or too thin. These newer ones here are just ridiculously too thick and itchy."
"paul","1.0 out of 5 stars","I have ordered these on multiple occassions and received a great shirts. Those were tagless and made in dominican republic. It stated clearly that they were 100 % cotton. These are made in Honduras and have tags. In addition no where on the packaging does it state that these are 100 cotton. And they sure dont feel like it. Feels like I'm wearing a bag filled with sweat. Dont breathe at all."
"MPLSMAN","1.0 out of 5 stars","The shirts are not 100% Cotton as stated in the Hanes banner on web page (feel like mostly polyester); the sizing is completely off as measured and compared to the sizing chart on the web page; the 'black' that I ordered appears to be gray/charcoal; I have purchased many 'ComfortSoft' T-Shirts made by Hanes and these are not like those that I have purchased from other retailers in the past: they are course to the touch, heavyweight, and sized inappropriately. Finally, the shirts arrived in a white plastic bag. When opened, there were four shirts crammed in as if they were grabbed off a shelf and shoved into a bag. No Hanes packaging, etc. Odd. Unlike any Amazon purchase I have received in the past."
"LadyDi","1.0 out of 5 stars","This products advertises Hanes Men's Comfort soft T-Shirt (Pack of 4). When you click on all the different colors not one of the t-shirts have tags on them they all are tag less. We received the navy blue with tags and it doesn't say comfortsoft. See the attached picture. We also ordered deep red, light steel and black are all tag less and say comfortsoft. We ordered twilight blue which is tag less, however, it does not say comfortsoft. See the attached picture. The 3 shirts that were fine came from Amazon services and the 2 wrong shirts did not."
"Amazon Customer","1.0 out of 5 stars","These are not Comfort Soft T-shirts! These are Hanes generic black t-shirts that should not be described as Comfort Soft. I have purchased Comfort Soft Tees in the past and these are not them! These are made from a rough material and are not soft."
"N. Hogue","1.0 out of 5 stars","Arrived in non branded packaging, just a generic plastic bag. Also the listing says it has a comfort tear away tag, mine came tagless. and they do not say comfort soft. Every time i've purchased comfort soft from a legit store it says it right on the tag/tag print. Or most comfortable. I also can't seem to find this in comfort soft on their webiste so this just seems like a knock off or possibly just re-packing cheaper shirts in cheap bags.
The shirts are VERY stiff, rough to the touch, not stretchy and feel super cheap. Like something you'd get from the internet with a huge screen print on it. Not comfortable, not good seams, the price seemed too good to be true and it was. I feel like i over paid for these flea market rags.
the tag also lists RN15763 as a product number which on a search either brings up womens underwear, or a heavyweight shirt. These do feel heavyweight so possibly legit there but not what is listed on this listing at all. Avoid this merchant at all costs.
Recommend avoiding."
"Kevin","1.0 out of 5 stars","I am a female. I kept finding myself wearing my husband's super soft hanes comfort soft shirts to bed. So I thought I would get my own. These suck. They are not at all ""comfort soft"". My husband's words, ""They feel like a shop rag"". I thought , ""Maybe you can use them as shop shirts."" Nope. He wears a size med. These are med and way too small! They fit me but I am 110lbs and I would actually like them to be bigger. There was someone else who posted a picture of how much smaller they are than the white ones.
Anyway. These are too scratchy, the neck hole is too tight, the length is too short, and they are not soft.
Cons: almost everything
Pro: the color is nice"
"Anon Y Mous","1.0 out of 5 stars","These are not Hanes Comfortsoft shirts.
I wear Hanes Comfortsoft shirts on a daily basis and have purchased from many retailers online and in-store. Hanes Comfortsoft shirts are mid-weight, soft, and do not have a tag. The logo, size, and care instructions are printed on the inside of the shirt. These shirts are heavy-weight, course, and have a tag: printed on the inside is the size and ‘made in El Salvador,’ no care instructions.
Furthermore, I always take a size medium. These shirts say medium, but are comically huge, like an XL. Hanes sizing is consistent. Come on."
"Savvy Skeptic","1.0 out of 5 stars","These are *not* Hanes ComfortSoft shirts. The real ones are soft and stretchy with a grey tagless stamp at the neck. These are thick, coarse, scratchy, with minimal stretch and a bogus red tag at the neck that is more scratchy than the shirt itself. The real ones have the ComfortSoft trademark and are tagless. Found those from another seller and they were genuine, shipped in actual Hanes packaging. These arrived shrink wrapped in thick cellophane with no markings. FAKE"
"mdmh2o","1.0 out of 5 stars","I wanted some soft short sleeve t-shirts for the winter. I already own a number of Haines' briefs and beefy t's both long and short sleeve which I would highly recommend -- very soft and comfortable and great durability. But I thought I'd try these for a lighter weight. Unfortunately, after first wash they have a sandpaper feel to them on my bare skin. Not the same quality softness as other Haines products I have own. Other than softness it is a good t-shirt but it will be the last one I grab because of roughness and sandpaper feel. Will make good painting shirt but buy a different Haines product because this one will disappoint you."
"Paul A. Angelo","1.0 out of 5 stars","I think the shirts are knock offs. I have bout the same T-shirts from Hanes and the fabric feels different in these t-shirts that i just bough from a third-party seller. These are supposed to be 100% cotton t-shirts but the ones I just received are more lightweight and feel like they have polyester in them. One shirt shrank to 1/2 size after the first washing. The other shrank too but not as much, but they are still snug. There was no return slip in the package either.
Avoid this seller. Next time I'm getting them directly from Hanes."
"SG Winter","1.0 out of 5 stars","No way these are ComfortSoft, they feel like a basic cheap tshirt. I could have gone to the craft store and bought tshirts for two bucks a piece. I bought these instead of the Gildan because I thought they'd be nicer. They do have a tag that simply says ""Hanes"", and then the care info is printed on the shirt itself. Seems like they could have easily been tagless. These were packaged in a plain clear plastic bag, not the retail packaging like I saw in some reviews. If I didn't need undershirts right away, I would be returning these. Bad value for the price"
"J. Bieniecki","1.0 out of 5 stars","I bought 2 packs of these to use as workshop shirts. As with all new clothing I wash them once before hanging/folding. One of the shirts came out with the bottom hem nearly completely unraveled. OK fine, they are cheap and I have EZ access to a serger/locksticher so I will fix it. Not so fast, upon second wash 2 more failed the same way.... I have no interest in fixing 8 cheap shirts that I have zero confidence in ANY of the seams now. Returned."
"Endless","1.0 out of 5 stars","I use t-shirts for the gym. I usually just go to a store and get them. I have noticed size difference in the ones from the store too, but it wasn't as bad as all 4 that I got from this seller.
Every single shirt I got fits different. Not just a tad bit bigger/smaller, but very large differences. I am sure all of these are rejects at the factory. 2 of these shirts fit me like a tent or a shirt meant for a woman that is 9 months pregnant. All of them are too short, 2 of them to the point if I lift my arm up, you see my belly button."
"RT","1.0 out of 5 stars","No way are these legit! The comfort soft shirts I've purchased in the past were soft and comfortable. These are the opposite and have a weird fit at the armpits. Plus, real Hanes prints their logo on the fabric. These knockoffs came with a generic Hanes tag attached. Stay away from this counterfeit! Amazon should have better quality control."
"Big d.","1.0 out of 5 stars","Not a real Hanes shirt . I can’t believe this ,I wear a lot of t shirt as soon as I open it I knew right away it’s fake. It also doesn’t feel like Hanes t shirt"
"Matt","1.0 out of 5 stars","Bought these thinking they would be comfort soft which compared to the regular t shirts comfort soft are night and day soft. These were tshirts from a tshirt maker with no print yet. Horrible fabric and not what I paid for. Buyer beware!"
"Alex W.","1.0 out of 5 stars","Super weird fit. I bought these for the gym and I got XL so I can reach above head without uncovering my out of shape belly. Well if you're looking for a square fit with arms that are cut way too low and taper weird, then you might like these. The sleeves start so low on the side and taper in a way that makes all this extra material bunch up under my arm. Right in the sweaty part. It's bizarre. Also, they are square after they shrink. Def not long enough for how wide they are. Not to mention that as soon as I start to sweat, they get all saggy and look terrible. I don't write reviews that often, but these were so bad, I felt compelled to."
"Mike S.","1.0 out of 5 stars","There are several shades of orange shirts shown. I ordere 4 4-packs of bright dark orange to go with my outfits. The shirts are EXTREMELY LIGHT and a DULL ORANGE that looks like they were washed over 100s of times and faded out. (I looked to see which color they sent me and discovered that all the various orange color shades were listed as orange) . That's ""false advertising "" . Very upset"
"Grizzly Bear","1.0 out of 5 stars","Purchased Navy Blue 4 pack, did not notice, no pocket! Washed on warm, dried warm and run small. Every other tshirt I own is xtra large for a perfect fit. These after a cool wash and dry are tight like large not xtra large. Most likely make overseas where people are like beanpoles. Very rough feeling materials for 90% cotton. Used fabric softener and dryer sheets and still feel like foreign non cotton material. Returning for refund."
"Jayne","1.0 out of 5 stars","When I saw this was, “comfort soft”, I naively assumed these shirts were comfortable, largely due to softness. Well, joke’s on me, they are neither. Stiff, uncomfortable and built blocky (good for short/stocky, not for thin). Even the, “tagless” label is thick paint that is scratchy and uncomfortable. I have many Hanes products that I really like, but these fell short. Wish Walmart would stock their George t shirts agan."
"brian t.","1.0 out of 5 stars","I don’t write many reviews but I want to save someone from wasting their money on these. I actually do not believe they are legitimate Hanes shirts...
1. They are like cardboard with zero stretch
2. They have a “generic” Hanes logo tag with no info on the tag
3. They came in a bag and not packaging
4. They are trash and are resigned to the garage before I wore all 4 shirts"
"Aliamanu","1.0 out of 5 stars","I washed these beige t-shirts upon receiving them and the color faded noticeably on the sleeves to a yellowish tint. Washed them a second time and the discoloration was noticeable on the main portion of the shirts. I didn’t use any type of bleach, chlorine or non-chlorine, when I washed them. Because of the very obvious and ugly discoloration, they are unsuitable to wear except for when I clean the yard. What a waste of money."
"DD","1.0 out of 5 stars","Not as advertised. Has a tag, does not say comfort fit, and is made in El Salvador. Came in generic plastic-wrapped package of shirts. Other than a ""tag"" saying Hanes I think there are rip off scam. Heavyweight and after one wash the arm cuffs and the bottom of the shirt already rolled up ."
"Monique Scarlett","1.0 out of 5 stars","I literally bought these because I see Hanes as a trusted brand; I'm not even sure I'm convinced these are Hanes. They are NOT Tagless it doesn't come in a branded bag and despite the bag saying (Maroon) which I ordered I got white which I absolutely did not want."
"Brian Zubia","1.0 out of 5 stars","Put it on as soon as it arrived. I work for a few hours and then it started feeling rough against my skin and I had to take it off. I don't know if these are fakes but when you hold the material up to light you could see cross patterns that you can look through like a a cheesecloth. Not so accurate but only thing I can think of that would remind people of the pattern in other words not a very tight weave and definitely not soft I think these are fakes. Do not buy."
"S. Snell","1.0 out of 5 stars","Unfortunately I discovered this after the return window closed. After i washed the shirts i thought they looked small and the fabric wasn't as nice but its the same brand and size i always buy for my hubby so didn't think alot of it. After he started wearing them and they were extremely uncomfortable (not as breathable and they shrunk to almost a midriff status) He asked me what brand they were. I told him Hanes but then looked at the shirts and they have no label! not even the usual printed one. The worst. Don't purchase."
"David F","1.0 out of 5 stars","When I read a product's description that's what I expect to receive from Amazon. I purchased the Black, Navy, Green, Ash, and Orange. The Black were the only ones that matched the item's description. The rest had tags and were not 100% cotton. I tried each of them on to compare and there's a noticeable difference in the quality between the Black and the other colors. Now I'll have to go through the hassle of returning these."
"Charles Wheeler","1.0 out of 5 stars","The shirts will work but they are scratchy even after 5 or 6 washings. I know for sure what Haines T's are supposed to be like and these aren't them. You can tell right away by the very lightly printed inside brand stamp that something is wrong. Perhaps you will get the proper product when you order, but check when they arrive and return if not right."
"Cody","1.0 out of 5 stars","These shirts are either not comfort soft products or the comfort soft brand is now junk. These do not have the packaging or the tags that you receive in a store and are not the same quality. Not even close. They are rough and not comfortable at all. Only explanation is that they are knock off products and not actually being sold by Hanes"
"charlie","1.0 out of 5 stars","These are not authentic Hane's ComfortSoft t-shirts. They arrived in a clear plastic bag with no branding. The tag on the shirt has no mention of ComfortSoft. I have purchased ComfortSoft before and the tag says ComfortSoft. Also, these shirts are rough, thick and not the correct size. Returning."
"Daniel Kellogg","1.0 out of 5 stars","I only received 2 shirts. I thought I was to get 4 shirts. The pic shows 4 shirts and the description says 4 shirts. There is no way to correct this problem unless they send me 2 more shirts. So I am very Disappointed. Amazon needs to call me and refund half the money. I got half the order. Thanks every body for letting me vent. Take care and be safe..."
"Christopher","1.0 out of 5 stars","I ordered these by accident while looking for Hane's (5250) tagless comfort soft t-shirts. I live overseas where they do not have shirts that fit me very well or that I like. I got used to Hane's brand back home and I order them every year. After waiting to get these I washed them and put one on and within an hour I had to take it off as I was itching horribly and had red spots all over my upper body. I thought it was a fluke and tried again with the same result. I tried washing them in baby detergent that is perfume and dye-free but the same result. Something in the fabric of these shirts causes me to have an allergic reaction and I do not have any allergies as I was tested extensively in the military for them. These shirts are not even wearable and were a complete waste of time and money."
"John E. Auer","1.0 out of 5 stars","These are cheap poly blend shirts with a fake Hanes tag. I have many real Hanes comfortsoft shirts and these aren’t even close. They are shirt...everything else in the description is a lie. The counterfeit quality is laughable. Plus Hanes went tagless years ago. These shirts have a single tag with a poor Hanes logo, no size, no washing instructions, no nation of origin. How does Amazon allow such counterfeiting on Prime items? This is literally criminal. Clean up your mess Amazon. Your wasting my time. Makes me hesitant to buy cloths through Amazon."
"121","1.0 out of 5 stars","I am not sure why Amazon allows counterfeit items to be sold. These are completely fake. For one thing, they smell horrible. One of the shirts is already unraveling. Thankfully I am able to send them back. I've noticed lately that I have been getting a lot of fake items on Amazon and I am now starting to shop with their competitors as a result"
"Dean Michael","1.0 out of 5 stars","I have purchased Hanes ComfortSoft t-shirts before and they were very soft and felt great! These that I most recently purchased had tags and were very, very itchy. I could not even wear them, sadly I had already cut off the tags and washed them otherwise I probably would have returned them. Very disappointing!"
"pastorlindas","1.0 out of 5 stars","Product number on packaging appears to be correct, but tags indicate 50-50 cotton/polyester. Not as advertised❗️DISAPPOINTED ☹️ ❗️
Returning"
"Kristie Nelson","1.0 out of 5 stars","Just received this pack of 4 shirts. Outside package was fine but once I opened that the inner clear plastic sleeve around the shirts I saw moisture in the bag. Taking the shirts out they were all extremely wet! No idea why very gross. Immediately put them in the washer. Hoping for the best when they are done."
"Christopher","1.0 out of 5 stars","These are supposedly 90% cotton. However, these are very rough even after wash and dry.
The 2nd problem is that the waistband tries to stay flipped up. And when I say tries to stay flipped I mean like trying to fight Mike Tyson over the last piece of bacon, it’s a loosing battle.
I hated them so much that I tried to use them for a dog bed and the dogs rejected them as if they were made from the dead soul of Clifford."
"Kindle Customer","1.0 out of 5 stars","I bought these Men's T Shirts to wear around the house. I usually wear a medium, but since these were just for casual, I went with a large. I could barely get my head through the neck hole and the arms were far too tight (I'm not jacked). It felt like an extra small or boy's size. I went to Wal-Mart and bought Faded Glory brand which are truer to size and are softer. Would not recommend these shirts even at the price.."
"Amazon Customer","1.0 out of 5 stars","Not real this time. Bought same item back in May and got actual Hanes comfort soft shirts. Hit the buy again button and what I received this time is a knock off or much lower quality shirt. These shirts this time have tags last time didn’t. Tag just says Hanes no other markings, last time it was screen printed Hanes comfort soft. Even the picture has been recently updated to show the cheaper quality shirt with tags, before it did not show a tag in the picture.
These shirts are also cut different than the real comfort soft shirts I received last time. They almost feel like they are on backwards if that makes any sense, not so uncomfortable that I can’t wear them but I do notice it."
"True religon","1.0 out of 5 stars","Great....... sum kind of tshirt it's a hanes mimmick of the white T tees we all were .but it's a dud .the pick is confusing. and it's a RIP off happy shopping. at that price! 20 to one pack !it's not even a under shirt !cause it have that white tee fill and it's a tshirt! not a white tee it's a scratchy fake hanes shirt hanes is a bit smooth to the skin this is a hangs t shirt happy shopping"
"Kayla B.","1.0 out of 5 stars","Purchased these for my fiance for work.... They definitely were NOT Hanes, were NOT cotton. Shirt says made in the Dominican Republic and 100% cotton. Have purchased the same type in store and the fabric is way different and softer. Also, it stated ""tagless"" and came with tags. Had to rip them off... So many red flags that these WERE NOT HANES BRAND SHIRTS! Will not be purchasing again"
"John C","1.0 out of 5 stars","This is more about the listing than the shirts. I bought three different colors and each was different. One was thick, 100% cotton, second was thin, 90% cotton, while the third was 50% cotton/ 50% polyester. Even though the banner in the middle of the page says ""100% Cotton"". And from reading reviews, even with the same color, the shirts you receive may be different depending on where they are sourced. This is ridiculous and Amazon should put a stop to it."
"Joe","1.0 out of 5 stars","When I first wore these they were actually a bit baggy which I'm fine with. After washing (on cold water) then drying (on low heat for about 30 minutes) they shrunk to the point where they barely fit over my head.
If you do buy these, make sure that you buy one or even two sizes larger.
Unbelievable."
"Harry Arianas","1.0 out of 5 stars","These are not Hanes products, but some imitation, using a cheap, sewn-in tag. The shirts are itchy, and do not fit to size. I would return them, but washed them (COLD water, to minimize shrink), so will now donate them.
I do not recommend buying from this seller."
"dakotahorse","1.0 out of 5 stars","Not real Haynes. I have got Haynes comfort soft before, Navy blue from walmart/target ect. I ordered these while on deployment, what a waste of time and sucks when I needed them, and I get something that is unusable. Not only was the color way off, each LG shirt fit differently, I should of known from the start when I opened the box and they were in a normal plastic bag, not a labeled Haynes one. Anyone can screen print now adays, save the time, and just go to the store."
"Jake Fantom","1.0 out of 5 stars","After a single wash, my large t-shirts shrank to the size of a small. Probably the most extreme shrinkage I have ever experienced. By comparison, a similar pack of Fruit of the Loom t-shirts I bought a few years back didn't shrink at all. So I am guessing Hanes uses some kind of truly inferior cotton in this product. In any case, I can't wear them after one wash. Another Goodwill donation I guess."
"beachbound","1.0 out of 5 stars","So rough. No way, no how this is considered soft. I really just wanted T shirts to sleep in but these fail miserably. They shrunk in a funny way. Now they are shortand wide (size L). I just wanted to replace the really soft Hanes t shirt that was about 12 years old until my wife tore it."
"Brooke","1.0 out of 5 stars","Not soft at all, also definitely not a small. I’ve seen some other reviewers say it shrinks, so it may very well shrink down to a small but out of the package it is much larger than an average small. Either way, I didn’t want to take the chance to see by washing because the material is uncomfortable. Doesn’t feel like genuine Hanes. Sent back."
"Alex E","1.0 out of 5 stars","I've been ordering ComfortSoft from Hane's for a few years. The fit and tagless nature of the shirts always made them great undershirts for typical day-to-day. My recent order came today to cycle out some of my older, worn shirts. Unfortunately, this review will echo the other bad reviews. The shirts that arrives had the ""tear away"" tag on poor quality fabric. It's a shame. The hunt for a new undershirt begins."
"stevens","1.0 out of 5 stars","I used to like Hanes brand in the past, but their quality is just under decline in the past few years. This T-Shirt is simply dreadful, and I should thought twice when I saw the price tag. For those who are looking for a comfort T-Shirt that does not ""scratch"" your skin, you should avoid Hanes in any possible way. The T-Shirt does not feel like 100% cotton at all... more like polyester. I compared that with all my other 100% cotton T-shirt, this one is just not feeling right at all."
"Amazon Customer","1.0 out of 5 stars","Black XXL
Use to love Hanes ComfortSoft shirts but they are not at all what they used to be. The shirt is not soft at all and shrank more then normal after being washed. There was a tag but it was easily removed and marked only with Hanes logo. The print on the inside of the shirt only has the size and where it was made (El Salvador). I've noticed that a lot of the larger companies like Hanes have vastly dropped the quality of their products. Id skip out on your old favorites and look to smaller companies with much higher quality products.
Cons:
- has tag
- overpriced for what you get
- picture is not the same as what you get
- shrinks way more then it should
- scratchy after being washed
Pros
- the tag from this tagless shirt is easy to remove"
"Andrew T.","1.0 out of 5 stars","Opened after the return date had expired, or I would've returned them. The weirdest fitting Hanes T-shirts I've ever owned. I think they sewed two back panels together, and just shipped them anyhow. Nice new clean rags(for $16.50) Just go to Khols, or Target."
"kayak_01","1.0 out of 5 stars","One wash, and the shirts were unwearable. They shrank a full size. Also, the arms are attached too low. When you lift your arm, it pulls up the shirt. Thirdly, the material is extremely rough. The shirts are certeinly inexpensive, but in this case, you get less than you paid for."
"indranee","1.0 out of 5 stars","Definitely not soft and definitely not comfortable! I bought this for my dad who’s in his 90s and has shrunk considerably in size, so I bought mediums, but still too tight. Would not recommend. If you do need to buy them, by two sizes larger, however there’s nothing much to be done for the rough feel of the fabric. Definite buyer beware here."
